-5.000000e+00 nan inf
-4.500000e+00 nan -2.813084e+00
-4.000000e+00 nan inf
-3.500000e+00 nan -1.309007e+00
-3.000000e+00 nan inf
-2.500000e+00 nan -5.624372e-02
-2.000000e+00 nan inf
-1.500000e+00 nan 8.600470e-01
-1.000000e+00 nan inf
-5.000000e-01 nan 1.265512e+00
0.000000e+00 nan inf
5.000000e-01 5.723649e-01 5.723649e-01
1.000000e+00 -1.093510e-08 0.000000e+00
1.500000e+00 -1.207822e-01 -1.207822e-01
2.000000e+00 -1.093510e-08 0.000000e+00
2.500000e+00 2.846829e-01 2.846829e-01
3.000000e+00 6.931472e-01 6.931472e-01
3.500000e+00 1.200974e+00 1.200974e+00
4.000000e+00 1.791759e+00 1.791759e+00
4.500000e+00 2.453737e+00 2.453737e+00
5.000000e+00 3.178054e+00 3.178054e+00


-5.000000e+00 inf inf
-4.990000e+00 -1.651050e-01 -1.651050e-01
-4.980000e+00 -8.407246e-01 -8.407246e-01
-4.970000e+00 -1.228351e+00 -1.228351e+00
-4.960000e+00 -1.497883e+00 -1.497883e+00
-4.950000e+00 -1.702565e+00 -1.702565e+00
-4.940000e+00 -1.866113e+00 -1.866113e+00
-4.930000e+00 -2.001176e+00 -2.001176e+00
-4.920000e+00 -2.115307e+00 -2.115307e+00
-4.910000e+00 -2.213374e+00 -2.213374e+00
-4.900000e+00 -2.298703e+00 -2.298703e+00
-4.890000e+00 -2.373665e+00 -2.373665e+00
-4.880000e+00 -2.440009e+00 -2.440009e+00
-4.870000e+00 -2.499064e+00 -2.499064e+00
-4.860000e+00 -2.551863e+00 -2.551863e+00
-4.850000e+00 -2.599224e+00 -2.599224e+00
-4.840000e+00 -2.641804e+00 -2.641804e+00
-4.830000e+00 -2.680143e+00 -2.680143e+00
-4.820000e+00 -2.714686e+00 -2.714686e+00
-4.810000e+00 -2.745805e+00 -2.745805e+00
-4.800000e+00 -2.773816e+00 -2.773816e+00
-4.790000e+00 -2.798985e+00 -2.798985e+00
-4.780000e+00 -2.821543e+00 -2.821543e+00
