100 0.627681 3.04
200 0.452548 3.2
300 0.376255 3.36
400 0.324413 3.32
500 0.287284 3.232
600 0.261279 3.2
700 0.241897 3.2
800 0.226803 3.22
900 0.211988 3.14667
1000 0.201623 3.168
1100 0.191973 3.15636
1200 0.184172 3.17333
1300 0.176731 3.16308
1400 0.169891 3.14286
1500 0.164205 3.14667
1600 0.159435 3.17
1700 0.15436 3.15294
1800 0.149738 3.13778
1900 0.14595 3.14947
2000 0.142161 3.144
2100 0.138779 3.14667
2200 0.135509 3.14182
2300 0.13246 3.13739
2400 0.129608 3.13333
2500 0.127226 3.1488
2600 0.124415 3.12615
2700 0.121954 3.11704
2800 0.119966 3.13143
2900 0.117834 3.12828
3000 0.115887 3.13067
3100 0.114034 3.1329
3200 0.11213 3.125
3300 0.110449 3.12727
3400 0.108779 3.12471
3500 0.107122 3.11771
3600 0.105596 3.11556
3700 0.104243 3.12216
3800 0.102836 3.12
3900 0.101483 3.11795
4000 0.100232 3.12
4100 0.0989784 3.11805
4200 0.0979065 3.12762
4300 0.0968246 3.13302
4400 0.0956515 3.12727
4500 0.0946419 3.13244
4600 0.0935848 3.13043
4700 0.0925623 3.12851
4800 0.0915726 3.12667
4900 0.0906498 3.12816
5000 0.089789 3.1328
5100 0.0889522 3.13725
5200 0.0880729 3.13538
5300 0.0872191 3.13358
5400 0.0864823 3.14074
5500 0.0857036 3.14182
5600 0.0849163 3.14
5700 0.0841504 3.13825
5800 0.0834048 3.13655
5900 0.0827327 3.14034
6000 0.0821027 3.14667
6100 0.0813586 3.13967
6200 0.0807593 3.14581
6300 0.0800996 3.14413
6400 0.0794797 3.145
6500 0.0788507 3.14338
6600 0.0782591 3.14424
6700 0.0776807 3.14507
6800 0.0771148 3.14588
6900 0.0765825 3.14899
7000 0.0760193 3.14743
7100 0.0754888 3.14817
7200 0.0749292 3.14444
7300 0.074421 3.14521
7400 0.073923 3.14595
7500 0.0734537 3.1488
7600 0.0729932 3.15158
7700 0.0725411 3.15429
7800 0.072062 3.15282
7900 0.0716096 3.15342
8000 0.0711826 3.156
8100 0.0707297 3.15457
8200 0.0702853 3.15317
8300 0.0698331 3.14988
8400 0.0694053 3.14857
8500 0.0690009 3.14918
8600 0.0685881 3.14791
8700 0.0681826 3.14667
8800 0.067799 3.14727
8900 0.0674073 3.14607
9000 0.0670366 3.14667
9100 0.0666579 3.14549
9200 0.0662855 3.14435
9300 0.0659193 3.14323
9400 0.0655993 3.14723
9500 0.065231 3.14442
9600 0.0648689 3.14167
9700 0.0645767 3.14722
9800 0.0642254 3.14449
9900 0.0639045 3.14505
10000 0.0635639 3.1424
