100 0.0482542 3.0775
200 0.0473813 3.1925
300 0.0395105 3.13833
400 0.0367841 3.11313
500 0.0426496 3.167
600 0.0387434 3.16833
700 0.035989 3.12071
800 0.0337074 3.14625
900 0.0316875 3.13667
1000 0.0300703 3.131
1100 0.0287146 3.13
1200 0.0363191 3.10958
1300 0.0375837 3.18615
1400 0.0361102 3.10643
1500 0.0349258 3.15333
1600 0.0335495 3.09875
1700 0.0327348 3.17
1800 0.0318101 3.15722
1900 0.0310442 3.13211
2000 0.0301217 3.112
2100 0.0294065 3.13762
2200 0.0287824 3.13818
2300 0.028175 3.1613
2400 0.0275695 3.15417
2500 0.0270794 3.1952
2600 0.0299075 3.155
2700 0.0323783 3.19296
2800 0.0316848 3.10214
2900 0.0312 3.15345
3000 0.030624 3.126
3100 0.0301494 3.09742
3200 0.0297056 3.14
3300 0.0334796 3.12667
3400 0.0330737 3.17647
3500 0.0325851 3.14971
3600 0.0320429 3.14667
3700 0.0317359 3.15838
3800 0.031242 3.16105
3900 0.0307943 3.13436
4000 0.0304446 3.1615
4100 0.0300869 3.16341
4200 0.0296268 3.13048
4300 0.0293883 3.15535
4400 0.0289593 3.11955
4500 0.0286528 3.14356
4600 0.0283119 3.12391
4700 0.0281 3.16213
4800 0.0277566 3.15125
4900 0.0274995 3.14612
5000 0.0271895 3.1392
5100 0.0269234 3.12784
5200 0.0266735 3.14
5300 0.026364 3.13132
5400 0.026156 3.12815
5500 0.0259645 3.11891
5600 0.0319482 3.20071
5700 0.0315803 3.14456
5800 0.0363107 3.16
5900 0.0359646 3.14237
6000 0.0354802 3.05467
6100 0.0353709 3.1423
6200 0.0351259 3.16323
6300 0.0347722 3.12571
6400 0.0345913 3.17312
6500 0.0341809 3.09908
6600 0.0339778 3.12788
6700 0.0337312 3.13194
6800 0.0335111 3.14882
6900 0.0331686 3.09623
7000 0.0331351 3.208
7100 0.0327672 3.13408
7200 0.0325475 3.13833
7300 0.0322384 3.09151
7400 0.0321599 3.16757
7500 0.0318639 3.12267
7600 0.0316526 3.12263
7700 0.0314693 3.13455
7800 0.0311978 3.09641
7900 0.0311698 3.19494
8000 0.030898 3.1485
8100 0.030732 3.16346
8200 0.0304671 3.11951
8300 0.0304098 3.19663
8400 0.0301019 3.11857
8500 0.0299817 3.15247
8600 0.0298073 3.15256
8700 0.0296878 3.18529
8800 0.0295525 3.20773
8900 0.0293198 3.16539
9000 0.0291174 3.14044
9100 0.0289889 3.16044
9200 0.0288526 3.17696
9300 0.0286255 3.12903
9400 0.0285269 3.1634
9500 0.028332 3.13474
9600 0.0282263 3.1625
9700 0.02802 3.12371
9800 0.0279661 3.18163
9900 0.0277139 3.1099
10000 0.027605 3.1288
